binomial,type,function_word,pair,freq,file,register
subtract or add,sub_first,or,1,0,w_spok_2001.txt,spoken
plus and minus,add_first,and,2,0,w_spok_2001.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2001.txt,spoken
plus or minus,add_first,or,2,1,w_spok_2001.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2001.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2001.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2001.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2001.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2001.txt,spoken
more or less,add_first,or,4,60,w_spok_2001.txt,spoken
less or more,sub_first,or,4,1,w_spok_2001.txt,spoken
more and less,add_first,and,4,0,w_spok_2001.txt,spoken
less and more,sub_first,and,4,0,w_spok_2001.txt,spoken
increase or decrease,add_first,or,5,1,w_spok_2001.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2001.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2001.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2001.txt,spoken
many or few,add_first,or,6,0,w_spok_2001.txt,spoken
few or many,sub_first,or,6,0,w_spok_2001.txt,spoken
many and few,add_first,and,6,0,w_spok_2001.txt,spoken
few and many,sub_first,and,6,0,w_spok_2001.txt,spoken
most or least,add_first,or,7,0,w_spok_2001.txt,spoken
least or most,sub_first,or,7,0,w_spok_2001.txt,spoken
most and least,add_first,and,7,0,w_spok_2001.txt,spoken
least and most,sub_first,and,7,0,w_spok_2001.txt,spoken
add and subtract,add_first,and,1,2,w_spok_2002.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2002.txt,spoken
add or subtract,add_first,or,1,0,w_spok_2002.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2002.txt,spoken
plus and minus,add_first,and,2,0,w_spok_2002.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2002.txt,spoken
plus or minus,add_first,or,2,0,w_spok_2002.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2002.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2002.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2002.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2002.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2002.txt,spoken
more or less,add_first,or,4,40,w_spok_2002.txt,spoken
less or more,sub_first,or,4,0,w_spok_2002.txt,spoken
more and less,add_first,and,4,1,w_spok_2002.txt,spoken
less and more,sub_first,and,4,0,w_spok_2002.txt,spoken
increase or decrease,add_first,or,5,1,w_spok_2002.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2002.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2002.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2002.txt,spoken
many or few,add_first,or,6,0,w_spok_2002.txt,spoken
few or many,sub_first,or,6,0,w_spok_2002.txt,spoken
many and few,add_first,and,6,0,w_spok_2002.txt,spoken
few and many,sub_first,and,6,0,w_spok_2002.txt,spoken
most or least,add_first,or,7,0,w_spok_2002.txt,spoken
least or most,sub_first,or,7,0,w_spok_2002.txt,spoken
most and least,add_first,and,7,0,w_spok_2002.txt,spoken
least and most,sub_first,and,7,0,w_spok_2002.txt,spoken
add and subtract,add_first,and,1,0,w_spok_2003.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2003.txt,spoken
add or subtract,add_first,or,1,0,w_spok_2003.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2003.txt,spoken
plus and minus,add_first,and,2,1,w_spok_2003.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2003.txt,spoken
plus or minus,add_first,or,2,3,w_spok_2003.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2003.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2003.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2003.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2003.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2003.txt,spoken
more or less,add_first,or,4,50,w_spok_2003.txt,spoken
less or more,sub_first,or,4,0,w_spok_2003.txt,spoken
more and less,add_first,and,4,0,w_spok_2003.txt,spoken
less and more,sub_first,and,4,2,w_spok_2003.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_2003.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2003.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2003.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2003.txt,spoken
many or few,add_first,or,6,0,w_spok_2003.txt,spoken
few or many,sub_first,or,6,0,w_spok_2003.txt,spoken
many and few,add_first,and,6,0,w_spok_2003.txt,spoken
few and many,sub_first,and,6,0,w_spok_2003.txt,spoken
most or least,add_first,or,7,0,w_spok_2003.txt,spoken
least or most,sub_first,or,7,0,w_spok_2003.txt,spoken
most and least,add_first,and,7,0,w_spok_2003.txt,spoken
least and most,sub_first,and,7,0,w_spok_2003.txt,spoken
add and subtract,add_first,and,1,0,w_spok_2004.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2004.txt,spoken
add or subtract,add_first,or,1,2,w_spok_2004.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2004.txt,spoken
plus and minus,add_first,and,2,1,w_spok_2004.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2004.txt,spoken
plus or minus,add_first,or,2,0,w_spok_2004.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2004.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2004.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2004.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2004.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2004.txt,spoken
more or less,add_first,or,4,47,w_spok_2004.txt,spoken
less or more,sub_first,or,4,0,w_spok_2004.txt,spoken
more and less,add_first,and,4,0,w_spok_2004.txt,spoken
less and more,sub_first,and,4,0,w_spok_2004.txt,spoken
increase or decrease,add_first,or,5,1,w_spok_2004.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2004.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2004.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2004.txt,spoken
many or few,add_first,or,6,0,w_spok_2004.txt,spoken
few or many,sub_first,or,6,0,w_spok_2004.txt,spoken
many and few,add_first,and,6,0,w_spok_2004.txt,spoken
few and many,sub_first,and,6,0,w_spok_2004.txt,spoken
most or least,add_first,or,7,0,w_spok_2004.txt,spoken
least or most,sub_first,or,7,0,w_spok_2004.txt,spoken
most and least,add_first,and,7,0,w_spok_2004.txt,spoken
least and most,sub_first,and,7,0,w_spok_2004.txt,spoken
add and subtract,add_first,and,1,2,w_spok_2005.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2005.txt,spoken
add or subtract,add_first,or,1,0,w_spok_2005.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2005.txt,spoken
plus and minus,add_first,and,2,1,w_spok_2005.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2005.txt,spoken
plus or minus,add_first,or,2,2,w_spok_2005.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2005.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2005.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2005.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2005.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2005.txt,spoken
more or less,add_first,or,4,38,w_spok_2005.txt,spoken
less or more,sub_first,or,4,0,w_spok_2005.txt,spoken
more and less,add_first,and,4,0,w_spok_2005.txt,spoken
less and more,sub_first,and,4,0,w_spok_2005.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_2005.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2005.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2005.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2005.txt,spoken
many or few,add_first,or,6,0,w_spok_2005.txt,spoken
few or many,sub_first,or,6,0,w_spok_2005.txt,spoken
many and few,add_first,and,6,0,w_spok_2005.txt,spoken
few and many,sub_first,and,6,0,w_spok_2005.txt,spoken
most or least,add_first,or,7,0,w_spok_2005.txt,spoken
least or most,sub_first,or,7,0,w_spok_2005.txt,spoken
most and least,add_first,and,7,0,w_spok_2005.txt,spoken
least and most,sub_first,and,7,0,w_spok_2005.txt,spoken
add and subtract,add_first,and,1,1,w_spok_2006.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2006.txt,spoken
add or subtract,add_first,or,1,0,w_spok_2006.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2006.txt,spoken
plus and minus,add_first,and,2,0,w_spok_2006.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2006.txt,spoken
plus or minus,add_first,or,2,0,w_spok_2006.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2006.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2006.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2006.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2006.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2006.txt,spoken
more or less,add_first,or,4,36,w_spok_2006.txt,spoken
less or more,sub_first,or,4,0,w_spok_2006.txt,spoken
more and less,add_first,and,4,0,w_spok_2006.txt,spoken
less and more,sub_first,and,4,1,w_spok_2006.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_2006.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2006.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2006.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2006.txt,spoken
many or few,add_first,or,6,0,w_spok_2006.txt,spoken
few or many,sub_first,or,6,0,w_spok_2006.txt,spoken
many and few,add_first,and,6,0,w_spok_2006.txt,spoken
few and many,sub_first,and,6,0,w_spok_2006.txt,spoken
most or least,add_first,or,7,0,w_spok_2006.txt,spoken
least or most,sub_first,or,7,0,w_spok_2006.txt,spoken
most and least,add_first,and,7,0,w_spok_2006.txt,spoken
least and most,sub_first,and,7,0,w_spok_2006.txt,spoken
add and subtract,add_first,and,1,1,w_spok_2007.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2007.txt,spoken
add or subtract,add_first,or,1,1,w_spok_2007.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2007.txt,spoken
plus and minus,add_first,and,2,0,w_spok_2007.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2007.txt,spoken
plus or minus,add_first,or,2,4,w_spok_2007.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2007.txt,spoken
addition and subtraction,add_first,and,3,1,w_spok_2007.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2007.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2007.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2007.txt,spoken
more or less,add_first,or,4,29,w_spok_2007.txt,spoken
less or more,sub_first,or,4,0,w_spok_2007.txt,spoken
more and less,add_first,and,4,0,w_spok_2007.txt,spoken
less and more,sub_first,and,4,0,w_spok_2007.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_2007.txt,spoken
decrease or increase,sub_first,or,5,1,w_spok_2007.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2007.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2007.txt,spoken
many or few,add_first,or,6,0,w_spok_2007.txt,spoken
few or many,sub_first,or,6,0,w_spok_2007.txt,spoken
many and few,add_first,and,6,0,w_spok_2007.txt,spoken
few and many,sub_first,and,6,0,w_spok_2007.txt,spoken
most or least,add_first,or,7,0,w_spok_2007.txt,spoken
least or most,sub_first,or,7,0,w_spok_2007.txt,spoken
most and least,add_first,and,7,0,w_spok_2007.txt,spoken
least and most,sub_first,and,7,0,w_spok_2007.txt,spoken
add and subtract,add_first,and,1,0,w_spok_2008.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2008.txt,spoken
add or subtract,add_first,or,1,0,w_spok_2008.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2008.txt,spoken
plus and minus,add_first,and,2,0,w_spok_2008.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2008.txt,spoken
plus or minus,add_first,or,2,2,w_spok_2008.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2008.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2008.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2008.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2008.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2008.txt,spoken
more or less,add_first,or,4,23,w_spok_2008.txt,spoken
less or more,sub_first,or,4,0,w_spok_2008.txt,spoken
more and less,add_first,and,4,0,w_spok_2008.txt,spoken
less and more,sub_first,and,4,0,w_spok_2008.txt,spoken
increase or decrease,add_first,or,5,1,w_spok_2008.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2008.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2008.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2008.txt,spoken
many or few,add_first,or,6,0,w_spok_2008.txt,spoken
few or many,sub_first,or,6,0,w_spok_2008.txt,spoken
many and few,add_first,and,6,0,w_spok_2008.txt,spoken
few and many,sub_first,and,6,0,w_spok_2008.txt,spoken
most or least,add_first,or,7,0,w_spok_2008.txt,spoken
least or most,sub_first,or,7,0,w_spok_2008.txt,spoken
most and least,add_first,and,7,0,w_spok_2008.txt,spoken
least and most,sub_first,and,7,0,w_spok_2008.txt,spoken
add and subtract,add_first,and,1,2,w_spok_2009.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2009.txt,spoken
add or subtract,add_first,or,1,2,w_spok_2009.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2009.txt,spoken
plus and minus,add_first,and,2,0,w_spok_2009.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2009.txt,spoken
plus or minus,add_first,or,2,1,w_spok_2009.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2009.txt,spoken
addition and subtraction,add_first,and,3,2,w_spok_2009.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2009.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2009.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2009.txt,spoken
more or less,add_first,or,4,23,w_spok_2009.txt,spoken
less or more,sub_first,or,4,0,w_spok_2009.txt,spoken
more and less,add_first,and,4,1,w_spok_2009.txt,spoken
less and more,sub_first,and,4,0,w_spok_2009.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_2009.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2009.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2009.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2009.txt,spoken
many or few,add_first,or,6,0,w_spok_2009.txt,spoken
few or many,sub_first,or,6,0,w_spok_2009.txt,spoken
many and few,add_first,and,6,0,w_spok_2009.txt,spoken
few and many,sub_first,and,6,0,w_spok_2009.txt,spoken
most or least,add_first,or,7,0,w_spok_2009.txt,spoken
least or most,sub_first,or,7,0,w_spok_2009.txt,spoken
most and least,add_first,and,7,0,w_spok_2009.txt,spoken
least and most,sub_first,and,7,0,w_spok_2009.txt,spoken
add and subtract,add_first,and,1,0,w_spok_2010.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2010.txt,spoken
add or subtract,add_first,or,1,1,w_spok_2010.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2010.txt,spoken
plus and minus,add_first,and,2,1,w_spok_2010.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2010.txt,spoken
plus or minus,add_first,or,2,3,w_spok_2010.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2010.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2010.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2010.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2010.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2010.txt,spoken
more or less,add_first,or,4,25,w_spok_2010.txt,spoken
less or more,sub_first,or,4,0,w_spok_2010.txt,spoken
more and less,add_first,and,4,0,w_spok_2010.txt,spoken
less and more,sub_first,and,4,0,w_spok_2010.txt,spoken
increase or decrease,add_first,or,5,1,w_spok_2010.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2010.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2010.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2010.txt,spoken
many or few,add_first,or,6,0,w_spok_2010.txt,spoken
few or many,sub_first,or,6,0,w_spok_2010.txt,spoken
many and few,add_first,and,6,0,w_spok_2010.txt,spoken
few and many,sub_first,and,6,0,w_spok_2010.txt,spoken
most or least,add_first,or,7,0,w_spok_2010.txt,spoken
least or most,sub_first,or,7,0,w_spok_2010.txt,spoken
most and least,add_first,and,7,0,w_spok_2010.txt,spoken
least and most,sub_first,and,7,0,w_spok_2010.txt,spoken
add and subtract,add_first,and,1,1,w_spok_2011.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2011.txt,spoken
add or subtract,add_first,or,1,0,w_spok_2011.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2011.txt,spoken
plus and minus,add_first,and,2,1,w_spok_2011.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2011.txt,spoken
plus or minus,add_first,or,2,3,w_spok_2011.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2011.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2011.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2011.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2011.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2011.txt,spoken
more or less,add_first,or,4,32,w_spok_2011.txt,spoken
less or more,sub_first,or,4,1,w_spok_2011.txt,spoken
more and less,add_first,and,4,0,w_spok_2011.txt,spoken
less and more,sub_first,and,4,0,w_spok_2011.txt,spoken
increase or decrease,add_first,or,5,3,w_spok_2011.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2011.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2011.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2011.txt,spoken
many or few,add_first,or,6,0,w_spok_2011.txt,spoken
few or many,sub_first,or,6,0,w_spok_2011.txt,spoken
many and few,add_first,and,6,0,w_spok_2011.txt,spoken
few and many,sub_first,and,6,0,w_spok_2011.txt,spoken
most or least,add_first,or,7,0,w_spok_2011.txt,spoken
least or most,sub_first,or,7,0,w_spok_2011.txt,spoken
most and least,add_first,and,7,0,w_spok_2011.txt,spoken
least and most,sub_first,and,7,0,w_spok_2011.txt,spoken
add and subtract,add_first,and,1,1,w_spok_2012.txt,spoken
subtract and add,sub_first,and,1,0,w_spok_2012.txt,spoken
add or subtract,add_first,or,1,0,w_spok_2012.txt,spoken
subtract or add,sub_first,or,1,0,w_spok_2012.txt,spoken
plus and minus,add_first,and,2,0,w_spok_2012.txt,spoken
minus and plus,sub_first,and,2,0,w_spok_2012.txt,spoken
plus or minus,add_first,or,2,1,w_spok_2012.txt,spoken
minus or plus,sub_first,or,2,0,w_spok_2012.txt,spoken
addition and subtraction,add_first,and,3,0,w_spok_2012.txt,spoken
subtraction and addition,sub_first,and,3,0,w_spok_2012.txt,spoken
addition or subtraction,add_first,or,3,0,w_spok_2012.txt,spoken
subtraction or addition,sub_first,or,3,0,w_spok_2012.txt,spoken
more or less,add_first,or,4,18,w_spok_2012.txt,spoken
less or more,sub_first,or,4,0,w_spok_2012.txt,spoken
more and less,add_first,and,4,0,w_spok_2012.txt,spoken
less and more,sub_first,and,4,0,w_spok_2012.txt,spoken
increase or decrease,add_first,or,5,0,w_spok_2012.txt,spoken
decrease or increase,sub_first,or,5,0,w_spok_2012.txt,spoken
increase and decrease,add_first,and,5,0,w_spok_2012.txt,spoken
decrease and increase,sub_first,and,5,0,w_spok_2012.txt,spoken
many or few,add_first,or,6,0,w_spok_2012.txt,spoken
few or many,sub_first,or,6,0,w_spok_2012.txt,spoken
