binomial,type,function_word,pair,freq,file,register
plus or minus,add_first,or,2,1,w_fic_2000.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2000.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2000.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2000.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2000.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2000.txt,fiction
more or less,add_first,or,4,56,w_fic_2000.txt,fiction
less or more,sub_first,or,4,0,w_fic_2000.txt,fiction
more and less,add_first,and,4,0,w_fic_2000.txt,fiction
less and more,sub_first,and,4,0,w_fic_2000.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_2000.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2000.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2000.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2000.txt,fiction
many or few,add_first,or,6,0,w_fic_2000.txt,fiction
few or many,sub_first,or,6,0,w_fic_2000.txt,fiction
many and few,add_first,and,6,0,w_fic_2000.txt,fiction
few and many,sub_first,and,6,0,w_fic_2000.txt,fiction
most or least,add_first,or,7,0,w_fic_2000.txt,fiction
least or most,sub_first,or,7,0,w_fic_2000.txt,fiction
most and least,add_first,and,7,0,w_fic_2000.txt,fiction
least and most,sub_first,and,7,0,w_fic_2000.txt,fiction
add and subtract,add_first,and,1,1,w_fic_2001.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2001.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2001.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2001.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2001.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2001.txt,fiction
plus or minus,add_first,or,2,1,w_fic_2001.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2001.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2001.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2001.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2001.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2001.txt,fiction
more or less,add_first,or,4,50,w_fic_2001.txt,fiction
less or more,sub_first,or,4,0,w_fic_2001.txt,fiction
more and less,add_first,and,4,3,w_fic_2001.txt,fiction
less and more,sub_first,and,4,0,w_fic_2001.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_2001.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2001.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2001.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2001.txt,fiction
many or few,add_first,or,6,0,w_fic_2001.txt,fiction
few or many,sub_first,or,6,0,w_fic_2001.txt,fiction
many and few,add_first,and,6,0,w_fic_2001.txt,fiction
few and many,sub_first,and,6,0,w_fic_2001.txt,fiction
most or least,add_first,or,7,0,w_fic_2001.txt,fiction
least or most,sub_first,or,7,0,w_fic_2001.txt,fiction
most and least,add_first,and,7,0,w_fic_2001.txt,fiction
least and most,sub_first,and,7,0,w_fic_2001.txt,fiction
add and subtract,add_first,and,1,0,w_fic_2002.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2002.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2002.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2002.txt,fiction
plus and minus,add_first,and,2,1,w_fic_2002.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2002.txt,fiction
plus or minus,add_first,or,2,0,w_fic_2002.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2002.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2002.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2002.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2002.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2002.txt,fiction
more or less,add_first,or,4,58,w_fic_2002.txt,fiction
less or more,sub_first,or,4,0,w_fic_2002.txt,fiction
more and less,add_first,and,4,1,w_fic_2002.txt,fiction
less and more,sub_first,and,4,1,w_fic_2002.txt,fiction
increase or decrease,add_first,or,5,1,w_fic_2002.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2002.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2002.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2002.txt,fiction
many or few,add_first,or,6,0,w_fic_2002.txt,fiction
few or many,sub_first,or,6,0,w_fic_2002.txt,fiction
many and few,add_first,and,6,0,w_fic_2002.txt,fiction
few and many,sub_first,and,6,0,w_fic_2002.txt,fiction
most or least,add_first,or,7,0,w_fic_2002.txt,fiction
least or most,sub_first,or,7,0,w_fic_2002.txt,fiction
most and least,add_first,and,7,0,w_fic_2002.txt,fiction
least and most,sub_first,and,7,0,w_fic_2002.txt,fiction
add and subtract,add_first,and,1,0,w_fic_2003.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2003.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2003.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2003.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2003.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2003.txt,fiction
plus or minus,add_first,or,2,2,w_fic_2003.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2003.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2003.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2003.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2003.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2003.txt,fiction
more or less,add_first,or,4,55,w_fic_2003.txt,fiction
less or more,sub_first,or,4,0,w_fic_2003.txt,fiction
more and less,add_first,and,4,1,w_fic_2003.txt,fiction
less and more,sub_first,and,4,0,w_fic_2003.txt,fiction
increase or decrease,add_first,or,5,2,w_fic_2003.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2003.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2003.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2003.txt,fiction
many or few,add_first,or,6,0,w_fic_2003.txt,fiction
few or many,sub_first,or,6,0,w_fic_2003.txt,fiction
many and few,add_first,and,6,0,w_fic_2003.txt,fiction
few and many,sub_first,and,6,0,w_fic_2003.txt,fiction
most or least,add_first,or,7,0,w_fic_2003.txt,fiction
least or most,sub_first,or,7,0,w_fic_2003.txt,fiction
most and least,add_first,and,7,0,w_fic_2003.txt,fiction
least and most,sub_first,and,7,0,w_fic_2003.txt,fiction
add and subtract,add_first,and,1,0,w_fic_2004.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2004.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2004.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2004.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2004.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2004.txt,fiction
plus or minus,add_first,or,2,0,w_fic_2004.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2004.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2004.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2004.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2004.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2004.txt,fiction
more or less,add_first,or,4,42,w_fic_2004.txt,fiction
less or more,sub_first,or,4,0,w_fic_2004.txt,fiction
more and less,add_first,and,4,2,w_fic_2004.txt,fiction
less and more,sub_first,and,4,0,w_fic_2004.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_2004.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2004.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2004.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2004.txt,fiction
many or few,add_first,or,6,0,w_fic_2004.txt,fiction
few or many,sub_first,or,6,0,w_fic_2004.txt,fiction
many and few,add_first,and,6,0,w_fic_2004.txt,fiction
few and many,sub_first,and,6,0,w_fic_2004.txt,fiction
most or least,add_first,or,7,0,w_fic_2004.txt,fiction
least or most,sub_first,or,7,0,w_fic_2004.txt,fiction
most and least,add_first,and,7,0,w_fic_2004.txt,fiction
least and most,sub_first,and,7,0,w_fic_2004.txt,fiction
add and subtract,add_first,and,1,0,w_fic_2005.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2005.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2005.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2005.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2005.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2005.txt,fiction
plus or minus,add_first,or,2,0,w_fic_2005.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2005.txt,fiction
addition and subtraction,add_first,and,3,1,w_fic_2005.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2005.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2005.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2005.txt,fiction
more or less,add_first,or,4,80,w_fic_2005.txt,fiction
less or more,sub_first,or,4,0,w_fic_2005.txt,fiction
more and less,add_first,and,4,0,w_fic_2005.txt,fiction
less and more,sub_first,and,4,1,w_fic_2005.txt,fiction
increase or decrease,add_first,or,5,1,w_fic_2005.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2005.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2005.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2005.txt,fiction
many or few,add_first,or,6,0,w_fic_2005.txt,fiction
few or many,sub_first,or,6,0,w_fic_2005.txt,fiction
many and few,add_first,and,6,0,w_fic_2005.txt,fiction
few and many,sub_first,and,6,0,w_fic_2005.txt,fiction
most or least,add_first,or,7,0,w_fic_2005.txt,fiction
least or most,sub_first,or,7,0,w_fic_2005.txt,fiction
most and least,add_first,and,7,0,w_fic_2005.txt,fiction
least and most,sub_first,and,7,0,w_fic_2005.txt,fiction
add and subtract,add_first,and,1,1,w_fic_2006.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2006.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2006.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2006.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2006.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2006.txt,fiction
plus or minus,add_first,or,2,2,w_fic_2006.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2006.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2006.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2006.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2006.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2006.txt,fiction
more or less,add_first,or,4,66,w_fic_2006.txt,fiction
less or more,sub_first,or,4,0,w_fic_2006.txt,fiction
more and less,add_first,and,4,0,w_fic_2006.txt,fiction
less and more,sub_first,and,4,0,w_fic_2006.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_2006.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2006.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2006.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2006.txt,fiction
many or few,add_first,or,6,0,w_fic_2006.txt,fiction
few or many,sub_first,or,6,0,w_fic_2006.txt,fiction
many and few,add_first,and,6,0,w_fic_2006.txt,fiction
few and many,sub_first,and,6,0,w_fic_2006.txt,fiction
most or least,add_first,or,7,0,w_fic_2006.txt,fiction
least or most,sub_first,or,7,0,w_fic_2006.txt,fiction
most and least,add_first,and,7,0,w_fic_2006.txt,fiction
least and most,sub_first,and,7,0,w_fic_2006.txt,fiction
add and subtract,add_first,and,1,0,w_fic_2007.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2007.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2007.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2007.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2007.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2007.txt,fiction
plus or minus,add_first,or,2,1,w_fic_2007.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2007.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2007.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2007.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2007.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2007.txt,fiction
more or less,add_first,or,4,40,w_fic_2007.txt,fiction
less or more,sub_first,or,4,0,w_fic_2007.txt,fiction
more and less,add_first,and,4,0,w_fic_2007.txt,fiction
less and more,sub_first,and,4,0,w_fic_2007.txt,fiction
increase or decrease,add_first,or,5,1,w_fic_2007.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2007.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2007.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2007.txt,fiction
many or few,add_first,or,6,0,w_fic_2007.txt,fiction
few or many,sub_first,or,6,0,w_fic_2007.txt,fiction
many and few,add_first,and,6,0,w_fic_2007.txt,fiction
few and many,sub_first,and,6,0,w_fic_2007.txt,fiction
most or least,add_first,or,7,0,w_fic_2007.txt,fiction
least or most,sub_first,or,7,0,w_fic_2007.txt,fiction
most and least,add_first,and,7,0,w_fic_2007.txt,fiction
least and most,sub_first,and,7,0,w_fic_2007.txt,fiction
add and subtract,add_first,and,1,3,w_fic_2008.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2008.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2008.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2008.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2008.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2008.txt,fiction
plus or minus,add_first,or,2,0,w_fic_2008.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2008.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2008.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2008.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2008.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2008.txt,fiction
more or less,add_first,or,4,55,w_fic_2008.txt,fiction
less or more,sub_first,or,4,0,w_fic_2008.txt,fiction
more and less,add_first,and,4,2,w_fic_2008.txt,fiction
less and more,sub_first,and,4,0,w_fic_2008.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_2008.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2008.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2008.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2008.txt,fiction
many or few,add_first,or,6,0,w_fic_2008.txt,fiction
few or many,sub_first,or,6,0,w_fic_2008.txt,fiction
many and few,add_first,and,6,0,w_fic_2008.txt,fiction
few and many,sub_first,and,6,0,w_fic_2008.txt,fiction
most or least,add_first,or,7,0,w_fic_2008.txt,fiction
least or most,sub_first,or,7,0,w_fic_2008.txt,fiction
most and least,add_first,and,7,0,w_fic_2008.txt,fiction
least and most,sub_first,and,7,0,w_fic_2008.txt,fiction
add and subtract,add_first,and,1,1,w_fic_2009.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2009.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2009.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2009.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2009.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2009.txt,fiction
plus or minus,add_first,or,2,0,w_fic_2009.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2009.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2009.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2009.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2009.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2009.txt,fiction
more or less,add_first,or,4,55,w_fic_2009.txt,fiction
less or more,sub_first,or,4,0,w_fic_2009.txt,fiction
more and less,add_first,and,4,0,w_fic_2009.txt,fiction
less and more,sub_first,and,4,1,w_fic_2009.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_2009.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2009.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2009.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2009.txt,fiction
many or few,add_first,or,6,0,w_fic_2009.txt,fiction
few or many,sub_first,or,6,0,w_fic_2009.txt,fiction
many and few,add_first,and,6,0,w_fic_2009.txt,fiction
few and many,sub_first,and,6,0,w_fic_2009.txt,fiction
most or least,add_first,or,7,0,w_fic_2009.txt,fiction
least or most,sub_first,or,7,0,w_fic_2009.txt,fiction
most and least,add_first,and,7,0,w_fic_2009.txt,fiction
least and most,sub_first,and,7,0,w_fic_2009.txt,fiction
add and subtract,add_first,and,1,0,w_fic_2010.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2010.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2010.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2010.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2010.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2010.txt,fiction
plus or minus,add_first,or,2,3,w_fic_2010.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2010.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2010.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2010.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2010.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2010.txt,fiction
more or less,add_first,or,4,62,w_fic_2010.txt,fiction
less or more,sub_first,or,4,1,w_fic_2010.txt,fiction
more and less,add_first,and,4,1,w_fic_2010.txt,fiction
less and more,sub_first,and,4,0,w_fic_2010.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_2010.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2010.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2010.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2010.txt,fiction
many or few,add_first,or,6,0,w_fic_2010.txt,fiction
few or many,sub_first,or,6,0,w_fic_2010.txt,fiction
many and few,add_first,and,6,0,w_fic_2010.txt,fiction
few and many,sub_first,and,6,0,w_fic_2010.txt,fiction
most or least,add_first,or,7,0,w_fic_2010.txt,fiction
least or most,sub_first,or,7,0,w_fic_2010.txt,fiction
most and least,add_first,and,7,0,w_fic_2010.txt,fiction
least and most,sub_first,and,7,0,w_fic_2010.txt,fiction
add and subtract,add_first,and,1,0,w_fic_2011.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2011.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2011.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2011.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2011.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2011.txt,fiction
plus or minus,add_first,or,2,0,w_fic_2011.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2011.txt,fiction
addition and subtraction,add_first,and,3,2,w_fic_2011.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2011.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2011.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2011.txt,fiction
more or less,add_first,or,4,69,w_fic_2011.txt,fiction
less or more,sub_first,or,4,0,w_fic_2011.txt,fiction
more and less,add_first,and,4,0,w_fic_2011.txt,fiction
less and more,sub_first,and,4,0,w_fic_2011.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_2011.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2011.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2011.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2011.txt,fiction
many or few,add_first,or,6,0,w_fic_2011.txt,fiction
few or many,sub_first,or,6,0,w_fic_2011.txt,fiction
many and few,add_first,and,6,0,w_fic_2011.txt,fiction
few and many,sub_first,and,6,0,w_fic_2011.txt,fiction
most or least,add_first,or,7,0,w_fic_2011.txt,fiction
least or most,sub_first,or,7,0,w_fic_2011.txt,fiction
most and least,add_first,and,7,0,w_fic_2011.txt,fiction
least and most,sub_first,and,7,0,w_fic_2011.txt,fiction
add and subtract,add_first,and,1,0,w_fic_2012.txt,fiction
subtract and add,sub_first,and,1,0,w_fic_2012.txt,fiction
add or subtract,add_first,or,1,0,w_fic_2012.txt,fiction
subtract or add,sub_first,or,1,0,w_fic_2012.txt,fiction
plus and minus,add_first,and,2,0,w_fic_2012.txt,fiction
minus and plus,sub_first,and,2,0,w_fic_2012.txt,fiction
plus or minus,add_first,or,2,1,w_fic_2012.txt,fiction
minus or plus,sub_first,or,2,0,w_fic_2012.txt,fiction
addition and subtraction,add_first,and,3,0,w_fic_2012.txt,fiction
subtraction and addition,sub_first,and,3,0,w_fic_2012.txt,fiction
addition or subtraction,add_first,or,3,0,w_fic_2012.txt,fiction
subtraction or addition,sub_first,or,3,0,w_fic_2012.txt,fiction
more or less,add_first,or,4,35,w_fic_2012.txt,fiction
less or more,sub_first,or,4,0,w_fic_2012.txt,fiction
more and less,add_first,and,4,0,w_fic_2012.txt,fiction
less and more,sub_first,and,4,0,w_fic_2012.txt,fiction
increase or decrease,add_first,or,5,0,w_fic_2012.txt,fiction
decrease or increase,sub_first,or,5,0,w_fic_2012.txt,fiction
increase and decrease,add_first,and,5,0,w_fic_2012.txt,fiction
decrease and increase,sub_first,and,5,0,w_fic_2012.txt,fiction
many or few,add_first,or,6,0,w_fic_2012.txt,fiction
few or many,sub_first,or,6,0,w_fic_2012.txt,fiction
many and few,add_first,and,6,0,w_fic_2012.txt,fiction
few and many,sub_first,and,6,0,w_fic_2012.txt,fiction
most or least,add_first,or,7,0,w_fic_2012.txt,fiction
least or most,sub_first,or,7,0,w_fic_2012.txt,fiction
most and least,add_first,and,7,0,w_fic_2012.txt,fiction
least and most,sub_first,and,7,0,w_fic_2012.txt,fiction
add and subtract,add_first,and,1,0,w_news_1990.txt,news
subtract and add,sub_first,and,1,0,w_news_1990.txt,news
add or subtract,add_first,or,1,1,w_news_1990.txt,news
subtract or add,sub_first,or,1,0,w_news_1990.txt,news
plus and minus,add_first,and,2,0,w_news_1990.txt,news
minus and plus,sub_first,and,2,0,w_news_1990.txt,news
plus or minus,add_first,or,2,12,w_news_1990.txt,news
minus or plus,sub_first,or,2,0,w_news_1990.txt,news
addition and subtraction,add_first,and,3,1,w_news_1990.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1990.txt,news
addition or subtraction,add_first,or,3,0,w_news_1990.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1990.txt,news
more or less,add_first,or,4,28,w_news_1990.txt,news
less or more,sub_first,or,4,0,w_news_1990.txt,news
more and less,add_first,and,4,0,w_news_1990.txt,news
less and more,sub_first,and,4,0,w_news_1990.txt,news
increase or decrease,add_first,or,5,1,w_news_1990.txt,news
decrease or increase,sub_first,or,5,0,w_news_1990.txt,news
increase and decrease,add_first,and,5,0,w_news_1990.txt,news
decrease and increase,sub_first,and,5,0,w_news_1990.txt,news
many or few,add_first,or,6,0,w_news_1990.txt,news
few or many,sub_first,or,6,0,w_news_1990.txt,news
many and few,add_first,and,6,0,w_news_1990.txt,news
few and many,sub_first,and,6,0,w_news_1990.txt,news
most or least,add_first,or,7,0,w_news_1990.txt,news
least or most,sub_first,or,7,0,w_news_1990.txt,news
most and least,add_first,and,7,0,w_news_1990.txt,news
least and most,sub_first,and,7,0,w_news_1990.txt,news
add and subtract,add_first,and,1,0,w_news_1991.txt,news
subtract and add,sub_first,and,1,0,w_news_1991.txt,news
add or subtract,add_first,or,1,0,w_news_1991.txt,news
subtract or add,sub_first,or,1,0,w_news_1991.txt,news
plus and minus,add_first,and,2,0,w_news_1991.txt,news
minus and plus,sub_first,and,2,0,w_news_1991.txt,news
plus or minus,add_first,or,2,13,w_news_1991.txt,news
minus or plus,sub_first,or,2,0,w_news_1991.txt,news
addition and subtraction,add_first,and,3,0,w_news_1991.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1991.txt,news
addition or subtraction,add_first,or,3,0,w_news_1991.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1991.txt,news
more or less,add_first,or,4,31,w_news_1991.txt,news
less or more,sub_first,or,4,0,w_news_1991.txt,news
more and less,add_first,and,4,0,w_news_1991.txt,news
less and more,sub_first,and,4,0,w_news_1991.txt,news
increase or decrease,add_first,or,5,1,w_news_1991.txt,news
decrease or increase,sub_first,or,5,0,w_news_1991.txt,news
increase and decrease,add_first,and,5,0,w_news_1991.txt,news
decrease and increase,sub_first,and,5,0,w_news_1991.txt,news
many or few,add_first,or,6,0,w_news_1991.txt,news
few or many,sub_first,or,6,0,w_news_1991.txt,news
many and few,add_first,and,6,0,w_news_1991.txt,news
few and many,sub_first,and,6,0,w_news_1991.txt,news
most or least,add_first,or,7,0,w_news_1991.txt,news
least or most,sub_first,or,7,0,w_news_1991.txt,news
most and least,add_first,and,7,0,w_news_1991.txt,news
least and most,sub_first,and,7,0,w_news_1991.txt,news
add and subtract,add_first,and,1,1,w_news_1992.txt,news
subtract and add,sub_first,and,1,0,w_news_1992.txt,news
add or subtract,add_first,or,1,1,w_news_1992.txt,news
subtract or add,sub_first,or,1,0,w_news_1992.txt,news
plus and minus,add_first,and,2,0,w_news_1992.txt,news
minus and plus,sub_first,and,2,0,w_news_1992.txt,news
plus or minus,add_first,or,2,13,w_news_1992.txt,news
minus or plus,sub_first,or,2,0,w_news_1992.txt,news
addition and subtraction,add_first,and,3,2,w_news_1992.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1992.txt,news
addition or subtraction,add_first,or,3,0,w_news_1992.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1992.txt,news
more or less,add_first,or,4,23,w_news_1992.txt,news
less or more,sub_first,or,4,1,w_news_1992.txt,news
more and less,add_first,and,4,0,w_news_1992.txt,news
less and more,sub_first,and,4,1,w_news_1992.txt,news
increase or decrease,add_first,or,5,0,w_news_1992.txt,news
decrease or increase,sub_first,or,5,0,w_news_1992.txt,news
increase and decrease,add_first,and,5,0,w_news_1992.txt,news
decrease and increase,sub_first,and,5,0,w_news_1992.txt,news
many or few,add_first,or,6,0,w_news_1992.txt,news
few or many,sub_first,or,6,0,w_news_1992.txt,news
many and few,add_first,and,6,0,w_news_1992.txt,news
few and many,sub_first,and,6,0,w_news_1992.txt,news
most or least,add_first,or,7,0,w_news_1992.txt,news
least or most,sub_first,or,7,0,w_news_1992.txt,news
most and least,add_first,and,7,0,w_news_1992.txt,news
least and most,sub_first,and,7,0,w_news_1992.txt,news
add and subtract,add_first,and,1,1,w_news_1993.txt,news
subtract and add,sub_first,and,1,0,w_news_1993.txt,news
add or subtract,add_first,or,1,0,w_news_1993.txt,news
subtract or add,sub_first,or,1,0,w_news_1993.txt,news
plus and minus,add_first,and,2,0,w_news_1993.txt,news
minus and plus,sub_first,and,2,0,w_news_1993.txt,news
plus or minus,add_first,or,2,5,w_news_1993.txt,news
minus or plus,sub_first,or,2,0,w_news_1993.txt,news
addition and subtraction,add_first,and,3,0,w_news_1993.txt,news
subtraction and addition,sub_first,and,3,0,w_news_1993.txt,news
addition or subtraction,add_first,or,3,0,w_news_1993.txt,news
subtraction or addition,sub_first,or,3,0,w_news_1993.txt,news
more or less,add_first,or,4,37,w_news_1993.txt,news
less or more,sub_first,or,4,0,w_news_1993.txt,news
more and less,add_first,and,4,0,w_news_1993.txt,news
less and more,sub_first,and,4,0,w_news_1993.txt,news
increase or decrease,add_first,or,5,0,w_news_1993.txt,news
